Subcorpus	Filename	Year data collection	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Variety of native language (country)	Father's native language	Mother's native language	Languages spoken at home	Any foreign language?	Foreign language	Proficiency (self-assessment) in foreign language speaking	Proficiency (self-assessment) in foreign language listening	Proficiency (self-assessment) in foreign language reading	Proficiency (self-assessment) in foreign language writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writing/audio details	Minutes taken to complete the task	Resources used	Text	Original text
Native	EN_WR_21_14_AL	2018	Female	21	Monmouth College	Public Relations, Spanish	3	English	American English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	5	""	Chaplin is walking through the streets as someone is throwing furniture out the windows, eventually hitting him. He then lights a cigarette and turns around to find a crying baby by the garbage. He immediately picks up the baby and attempts to place it in the baby carriage of a woman walking by, telling her that she dropped something. The woman is obviously aware that the man had placed the baby in the carriage himself, so she demands that he take the baby. He then tries to put it back where he found it, only to be caught by a police officer. He makes several more attempts to get rid of the baby, but is caught each time. Eventually, he sits down with the baby, reaches into its blanket, and finds a note asking to please take care of the orphan. Immediately, the man’s attitude changes, and the skit ends with him walking happily with his new child.	
Native	EN_WR_21_14_AF	2018	Female	21	Valparaiso University	Psychology	Junior (3rd year)	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	5	""	"Charlie Chaplin was walking along the street, smoking, when he came across a baby lying on the side of the road. He picked the baby up, and saw a lady with a baby carriage walking along the street. He put the baby he found in the baby carriage, telling her that she ""dropped something."" She refused and threatened him, so he took the baby back. He tried to put the baby back where he found it but a policeman saw him, so he had to take the baby back again. Then he saw an old man walking along the street and asked the man to hold the baby for a moment while he tied his shoe. The man agreed, and Charlie quickly ran away and hid. The man put the baby in the same woman's baby carriage. She came out, saw the baby, and then saw Charlie walking by and beat him with her umbrella until he took the baby back (she thought Charlie had put the baby in her carriage again!). The same policeman came over, and Charlie took the baby again. He went to go sit on a curb and considered dumping the baby down a sewer drain. However, he found a note in the baby's blanket that said ""please love and care for this orphan child."" This warmed his heart, and so he took the baby with him."	
Native	EN_WR_21_14_CO	2018	Male	21	Monmouth College	Accounting and Spanish	Junior	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	4	""	Charlie Chaplin is walking in an alley when he finds a child crying in the street. There isn’t anyone else around so he tries to find the parent or caretaker of the child to return it. He tries to give it to a woman who has another child and a large carriage for children but she clearly isn’t the mother because she refuses to take it. Then when going to return the child back to where he found it, a police officer arrives and it looks like Charlie is abandoning the child in the street so he keeps it again. Charlie gives the child to a random man in the street, who then puts it into the carriage of the woman from earlier. She then forces Charlie to keep the baby. Finally he finds a note that asks whoever is reading to love and care for this orphan child and Charlie walks away with it in hand.	
Native	EN_WR_21_14_TS	2018	Male	21	Northwestern College	Biology and Chemistry	Senior	English	American English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	5	""	The video is about a man that is walking along a street one day when he sees a child in alley way. Feeling sorry for the abandoned child, he picks the child up and looks around to see if it belongs to anyone. Seeing a mother with a stroller, he tries to leave the child with her. However, she does not want it either and forces him to keep it. He returns to the spot where he found the child and tries to put it back. Suddenly, a police officer appears and he is forced to keep the child once again. Next, he tricks and older gentleman into taking the child and then runs away. The older gentleman tries to follow, but loses him. Ironically, he ends up next to the mother's stroller and he puts the baby in there and leaves. As the man that found the child first walks past the stroller the mother comes out of the store and sees the abandoned child. She hits the man with her umbrella and forces him to take the child. The man finds a note stating the child is an orphan. The story ends with the man keeping the child.	
Native	EN_WR_21_14_GLN	2018	Female	21	Valparaiso University	Elementary Education & Spanish	Junior	English	American English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	5	""	Charlie Chaplin was walking through an alleyway when all of a sudden bricks of some sort fell from a window and almost hit him.  Then he paused to light a cigarette and as he was smoking he noticed a baby on the ground, crying.  He debated picking up the baby but then he does.  After he picks up the baby he notices a woman with a stroller already carrying a baby, so he thinks it is hers and leaves the baby in her stroller.  The woman comes out and yells at Chaplin, telling him it's not hers.  He then grabs the baby and is about to put it back where he found it, but there is a policeman behind him.  Chaplin takes the baby and gives it to an old man, who once again finds the woman's stroller and puts it in there.  The woman comes out of the store and thinks that Chaplin put it there again because he was passing by as she came out.  They get in a disagreement and Chaplin takes the baby again as the policeman shows up.  Chaplin sits on the side walk, debating whether or not to put the baby in the sewer.  He sees a note on the baby's blanket telling him to love and care for the orphan child.  Finally, he decides to keep the child and walks away.	
Native	EN_WR_21_14_SM	2018	Female	21	Roger Williams University	Biology and Spanish	Junior	English	American English	English	English	English	Yes	Spanish	A2 (upper beginner)	A2 (upper beginner)	B1 (lower intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	3	""	Charles Chaplin is walking when he finds a baby. The baby is wrapped up in a blanket on the ground and is crying. He picks up the baby and as he tries to set the baby back down, a police officer approaches. It appears like he is trying to abandon his own baby so he picks it back up and moves on. He continues to try to get rid of the baby, each time with no luck. Finally, he finds a note in the baby's blanket saying that he's an orphan and needs to be cared for and loved. Charles smiles and walks off with the baby.	
Native	EN_SP_21_14_SM	2018	Female	21	Roger Williams University	Biology and Spanish	Junior	English	American English	English	English	English	Yes	Spanish	A2 (upper beginner)	A2 (upper beginner)	B1 (lower intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	3	""	uh in the video Charlie Chaplin was walking down in the alley when he finds a baby / he picks up the baby and tries to give it to a woman who also has another baby / uh she doesn't let him and so he takes it back / he walks back down the alley and tries to put the baby back down where he found it / uh then a police officer comes down and so he has to pick up / back up the baby and continue on / he then tries to give the baby to an older man / uh the man ends up putting the baby / in the crib of the woman who Charlie Chaplin had originally tried to give the baby to / so when Charlie walked by the woman again she stopped him and had him take the baby back / uh Charlie Chaplin then walks and sat down on a curb / and found a note inside the babys' blanket / that said please love and care for this orphan child / and after that he kept the baby	
Native	EN_SP_21_14_AL	2018	Female	21	Monmouth College	Public Relations, Spanish	3	English	American English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	5	""	the video starts off with Charles Chaplin walking through the steets and is somehow being hit with some sort of debris or whatever it is people are throwing out of their windows / uh and then he finds a baby / uh laying next to the garbage and so he picks up the baby and tries to / uh / kinda get rid of it / and so he / he put places it in / uh the baby carriage of another woman / claiming that she dropped the baby / and then hhh / they bicker and argue for a little bit and then he / takes the baby / and then / tries to put it back towards the garbage hhh / but is then caught by a police officer and so then he picks it back up / and then makes all over it / several other attempts to get rid of it uh including / asking another man to hold the baby while he runs off / uh but gets caught then / and then he / finds the / woman he uh encountered before tries to place it in her baby carriage once again but is then hhh / caught by her and then the police officer / uh and so he / tries to make several other attempts to get rid of the baby it's clear that he doesn't want it / uh but doesn't wanna put it and he doesn't want the responsibility of it / and so he then / sits on the side of the street / to try to think about / uh what to do with it next and it's obvious that he contemplates dropping it down the sewers' drain / uh but then finds a uh note enclosed in uh the babys' blanket / that asks to please take care of the baby and / cause it's an orphan / and so then he uh / he's attitude obviou= immediately changes and he decides to take care of the baby / and hhh / the clip ends with the two of them / walking off	
Native	EN_SP_21_14_CO	2018	Male	21	Monmouth College	Accounting and Spanish	Junior	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	4	""	ok so the video starts with Charlie Chaplin walking down the street / uh / and it's like an alleyway and then / on the ground he finds a child / uh just a baby laying in a xxx and xxx / uh so then Charlie picks up the baby and walks / with it tryin' to find who it belongs to / he sees a woman with a stroller uh with another child in it and / he assumes it's hers and he puts the child inside the stroller with the other one / uh / and then / the woman / realizes and says it's not hers and / makes him take it back / uh so then Charlie walks back towards where he finds the baby and tries to just put it where he found it / and a police officer / sees him / supposedly abandoning the baby / so uh obviously that's not good and Charlie then / takes it and walks away with the baby again / he then gives it to a random man walking down the street and / runs away so that the man now is stuck with the baby / and the man does the same thing as Charlie and puts it into the stroller of the woman / with the other child / uh then Charlie walks down the street pass the woman and / she realizes it's him and she / goes and hits him and makes him take the child back again / uh / he is then stuck with the child again and then just kinda walks with it not sure what to do / he sits down on a curb with the baby / and finds a note  with it / that says please love and care for this orphan child / and at the end uh / Charlie / has the baby and kinda smiles / acting like he may take care of the baby / and that's where it ends with him walking away holding the baby	
Native	EN_SP_21_14_AF	2018	Female	21	Valparaiso University	Psychology	Junior (3rd year)	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	5	""	ok so Charlie Chaplin was kinda walking along and minding his own business and trying to light his cigarette / and then he found a baby laying on the ground / and he wasn't really sure what to do with it so he picked it up / and just then he saw a lady walking by with a stroller so he thought that it was her baby so he went to go / put the baby uh in her stroller and he said pardon me you dropped something to her hhh / uh and she got very angry cause it wasn't her baby and then tried to take the wrong baby / but eventually then he ended up again / with this right baby that he found on the ground / so then he kinda seems to decide that it's just too much trouble so he goes to try and put the baby back on the ground where he found it / but just then a police man is walking by and obviously gets mad because you can't just leave babies on the ground / and so he made Charlie pick the baby back up and so he did / uh so then he was getting alot angry wanted to get rid of the baby / so he saw an old man walking around / and he asked him to hold the baby for a second so he can tie his shoes and then he pretended for a second to tie his shoes and run away so the old man was stuck with the baby / uh but this old man didn't want the baby either so he saw a lady walking along with a stroller which happen to be the same lady from before / he put the baby in her stroller and run away / uh and then the lady came out saw the baby in her stroller / thought it was Charlie because he is was the one who had put that same baby in her stroller before and sees Charlie walking and so she goes over / and sort of attacks him with her umbrella / makes him take the baby back the police man from before comes over and they all make Charlie take the baby / uh so Charlie is feeling pretty sad and he has holding this baby walking alone and he sits now on a curb / and he sees the sewer drain and he sort of opens it looks at it looks at the baby / uh is thinking about dropping the baby down but doesn't quite drop the baby yet / and then he finds a note in the baby's uh blankets that are wrapped around it and the note says / uh that please love and care for this orphan child / and so Charlie decides then to keep the baby / and he kinda walks off smiling with the baby and the music is a lot of happier / and that's the end	
Native	EN_SP_21_14_TS	2018	Male	21	Northwestern College	Biology and Chemistry	Senior	English	American English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	5	""	the story begins with a man / walking down the street / suddenly he is hit by some garbage from above / he calls the man / rubbish / next / he decides to light a cigarette in the alley / however he sees a baby / that is crying in the str= in the alley / he looks around to see if it is anybody's baby / and sees a mother / walking with a stroller / he decides to go over to the mother and / put the baby he puts the baby in the stroller / the mother / angrily says that the baby is not hers / and demands he takes the baby / he walks back to the alley  / and / thinks about leaving the baby / laying in the alley / however a policeman shows up / and / demands that he keeps the baby / the man walks out and sees an old man / he / gets the old man to / hold the baby while he / pretends to tie his shoes / he quickly runs away / and / with the old man following him / the old man sees the stroller / that is a p= / that was appeared earlier in the video / and puts the baby in the stroller / and and leaves / then / the first man walks by the s= the stroller a little bit later / and the mother sees him that he had left the baby in the stroller / and hits him and demands he takes the baby / man goes back to the original alley / he he sits down on the curb and sees a sewer system / he thinks about putting the se= the baby in the sewer system / he and but decides against it / next he finds a note on the baby that says please love and care for this orphan child / the end	
Native	EN_SP_21_14_GLN	2018	Female	21	Valparaiso University	Elementary Education & Spanish	Junior	English	American English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	5	""	ok so at the beggining of the film or a short clip / Charlie Chaplin is walking through the alleyway through the street and all of the sudden seems like / a tone of bricks are falling of the building and are about to hit him but they don't / uh / so he looks around doesn't know where they came from / uh so / next he / strikes a match on his shoe on the heel of his shoe uh to light his cigarette / or a cigar uh / has a smoke / and then / some randomly / he throws away his gloves / uh he looks down / to his left and there is a baby laying there in the alley / uh looks around doesn't see anybody / that looks to be his parents / her parents / uh / and so he picks up the baby / stands up turns around and there's a woman / with her own child in a pram uh / strollering the baby down the road she walks into a building on the right leaves the baby outside in the stroller / uh and so Charlie walks up puts that baby in the pram thinking that it's hers and she just somehow left it on the street / uh and as he's about to walk away the woman comes out realizes that / there's another baby in her stroller / with her child / uh so she orders Charlie Chaplin to take the baby that he put in there back / uh so Charlie takes it back is walking back to the alley and he's going to put it down / and a police man walks up / so he decides to reverse his decision / picks up the baby is walking down the street clearly not wanting to get into trouble with the police / uh and he finds an old man gives the baby to the old man / uh / and then walks away / Charlie Chaplin walks away the old man takes the baby is walking down the street / sees the / lady with this stroller the same woman that Charlie had already put the / baby in / uh / he puts the child in the stroller / because the woman was inside a store or something like that / uh and he walks away the old man walks away / during this time Charlie was hiding from the police the police finds him so Charlie rapidly walks away / uh is walking past the stroller / that / he had put the baby in the old man the old man had put the baby in / and the woman walks out / sees that the baby is there again sees Charlie assumes that Charlie put the baby in the stroller / so she runs after him and beats him over the head with an umbrella Charlie takes the baby because the police man's / clearly staying right there / takes the baby / walks away / uh / and is walking down the street sits on the sidewalk on a curb / uh finds a gate / like a sewer gate sewers' gate / lifts it up / appears to be debating whether or not he's going to put / the baby down the / gate or down the sewer / decides against it close the gate / he's looking through the babys' uh clothes his blankets / he sees that there's a note so he opens the note / uh / and the note says / please love and care for this orphan child or something along those lines uh / Charlie Chaplin clearly touched by the note decides to / keep the baby or of what we can tell is keeping the baby so he stands up / and he walks away	
Native	EN_WR_22_14_AB	2018	Female	22	Bremen University	English-Speaking Cultures	1	English	American English	English	English	English	Yes	German	C1 (lower advanced)	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	5	""	"In the video ""Charles Chaplin - The kid- The baby,"" a man accidentally finds an orphan baby. Upon his discovery, the man first attempts to place the baby in a woman's carriage. Knowing it is not her child, the woman berates the man and insists that he take the child with him. The man then plans to put the child back where he found it, but does not, as a police officer coincidentally walks by. Still unsure what to do with the child, the man then tricks another man to hold the baby as he runs away. This, however, does not work, and the man ends up with the baby at the end. He discovers a note attached to the baby requesting that someone please love and care for the child. The clip ends with the man smiling at the child and walking away with the baby in his arms."	
Native	EN_SP_22_14_AB	2018	Female	22	Bremen University	English-Speaking Cultures	1	English	American English	English	English	English	Yes	German	C1 (lower advanced)	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_online_lab	""	""	this xxx film starts with a man walking in a rather / dirty part of a city / uh / and eventually he finds a baby on the ground / he is confused when he finds the baby and looks around and sees a woman with a carriage and another baby / and assumes that that is also / that the baby also belongs to her / so he brings the baby over to the woman hhh and puts in her carriage / hhh she's quite frustrated and annoyed and shows that that's not her baby and instead he takes it back / he takes the baby back and is starting to put the baby back where he found it when a police officer also walks by / hhh to not get in trouble he brings picks the back up and walks away he then attempts to get rid of the baby again by tricking an old man to hold the baby while he is seemingly tying his shoe but rather he runs away / hhh the old ba= uh the old man tries to run after him / but then also sees a woman with a carriage and a baby the same woman from before hhh and puts the baby in that carriage / then the man from the beginning of the film is walking b/ and the woman recognize him and sees that there's the same baby in her carriage again and runs after him and hits him with an umbrella / and the police officer that also saw / the man trying to put the baby back / comes by and the woman tells the police officer that this man is take the baby and that he's trying to give her the baby that's not hers hhh so then the man takes the baby and walks around again he considers putting the baby in a xxx drain but then finds a note on the baby asking for someone to please take care and love for the baby hhh and eventually he decides to keep / the baby he found	
Native	EN_WR_23_14_KMR	2018	Female	23	Portsmouth	German Studies	3	English	British English	English	English	English	Yes	German	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	11	Spellchecker	The video is a comedic piece overall, with elements of sadness mixed in. We can tell it is a comedic piece right from the start as he walks down the street and bricks fall on him from the sky, and his walking stick is apparently bendy. He also then manages to use his shoe to light his cigarette. The story then takes a turn when we spot an abandoned child lying on the street. Chaplin spots the baby and picks it up in search of it's mother. A woman then walks by with a pram and and Chaplin assumes the baby belongs there and so tries to put the baby in the pram. The woman is shocked and irritated. At a loss Chaplin takes the child and goes to put them back in the alleyway, but just at that moment is halted by a policeman. In order to avoid getting into trouble Chaplin picks the baby back up and walks around the street to dump the child in another man's arms, running away. The man spots the very same woman that Chaplin had tried to leave the baby with before and he successfully leaves the child in the pram while the woman is inside a shop. Just as the woman exits the shop and spots the child in the pram again Chaplin walks past. He then gets in trouble with the woman again and is forced to take the child back out of the pram. At a loss he sits down on the curb with the child and finds a slip of paper in the baby's wrappings. The note states the child is an orphan and to please love and care for them. Chaplin has a change of heart and is last seen walking away with the child smiling.	
Native	EN_SP_23_14_KMR	2018	Female	23	Portsmouth	German Studies	3	English	British English	English	English	English	Yes	German	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_online_lab	""	""	wonderful hhh uh ok so uh it was immediately easy to tell that it was going to be a comedy piece uh xxx by Charlie Chaplin uh xxx is quite well-known uh hhh and it was immediately noticeable that it was going to be comedy piece because uh the walking stick he was using was bended rather than doing the job it should and a bricks xxx on him hhh uh and then the main story xxx happens which he finds a a child a baby on the floor as it's clearly been abandoned uh hhh so / he picks it up xxx he doesn't want it uh and then tries to xxx it back but uh / I think a police officer comes along and say that's xxx uh I think that's also a woman that comes along uh with a buggy and uh he then tries to put it in that instead uh but the woman immediately notices and puts a stop to that as well so that's the common thing anytime he tries to get rid of the baby something happens to stop that hhh uh and then / he tries to dump it off and hhh to the arms of another man uh and then the man tries to put it in the same buggy that uh the woman was struggling with uh but the woman notices again and then the character of Charlie Chaplin walks passed and she thinks that it was him that uh had put the baby back in the buggy again uh / and then she tries to attack him with uh I think it was an umbrella uh and then uh what happened next hhh uh I think the police officer came back again uh to try stopping again uh and eventually uh Charlie Chaplin kind of gives up and uh xxx and uh he's holding the baby and then he finds a little note inside of the of the wrappings that's the baby's in uh and it says uh this xxx cub this orphan child or something like that uh and then he's quite happy and then he changes his mind realizes he actually wants to xxx and then walks xxx so very happy ending hhh	
Native	EN_WR_25_14_JF	2018	Female	25	Universität Bremen	German and English	4	English	American English	English	English	English	Yes	German	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	3	""	A man is walking along in an alleyway, smoking a cigar. Around a corner, behind a trashcan, he sees a baby lying on the ground, swaddled in blankets. The man is extremely confused, and looks around to see if he can find out where the baby came from, or if someone mistakenly left it there. He picks the baby up in his arms, walks around, and notices a baby carriage a few feet away. He walks over and places the baby in the carriage. A woman comes out of the building and sees him standing by the carriage, which belongs to her. He believes that she left the child there, but she insists that the child is not hers. He tries to put the baby behind the trashcan again, but after seeing a police officer, picks the baby back up. He then gives the baby to another man and quickly runs away. The other man tries to follow, and sees the baby carriage, then places the baby inside. The woman comes out and sees the baby in her carriage again, and then sees the first man, and believes he was the one to put the baby in the carriage. He takes the baby again. He debates about putting the baby in a storm drain, but decides against it. He sees a note on the baby. The note reads that the baby is orphaned and should be taken care of with love. Upon reading the note, the man, smiles at the baby. Then he takes the baby and walks away.	
Native	EN_SP_25_14_JF	2018	Female	25	Universität Bremen	German and English	4	English	American English	English	English	English	Yes	German	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_online_lab	""	""	uh so the video / Charlie Chaplin started / uh when he was walking down an alleyway / some dirt comes from overhead / and kind of falls on him and he's upset about it / and then he keeps walking and stops xxx / uh lights his cigarette or I guess a cigar / and then uh / he's kind of smoking in and he looks around and sees a / a baby lying along on the on the ground / and / he takes a look around to see if anybody / I guess accidentally puts the baby on the ground for some reason / and then / uh picks up the baby / uh / and he's holding it 'n' 'n' walking back and forth and then he sees a woman and a carriage and he assumes that the baby must probably be / hers / so he goes and he / puts the baby / in the carriage while the woman is in another building / uh / and then when the woman comes out he says I think you've I think you've uh misplaced something hhh and / even though they don't say anything it's clear that the / woman is / telling him no that's not my baby and / the other baby is my baby but this baby is not my baby so / take it and get out of here / uh / so then / he almost takes the wrong baby but then uh she seems to point him that no that's not my baby the other one / uh / oh no that is my baby take the other baby xxx the other baby / he goes back to where he found the baby / and he puts it down / but a police officer is watching and then when he sees that the police officer is watching and he picks the baby back up / and he starts / walking away / uh / and he's hold= he's xxx then holding the baby and then / he sees / another man an older man walking with a cane / and he places the baby in the man's arms and then he just / runs / away as quickly as he can / but the man with the cane is really surprise and start following him but Charlie Chaplin / hides uh inside the building so the man doesn't see him / and then this second man sees the same / baby carriage as before / and does the same thing Charlie Chaplin did and put the baby / in / the baby carriage / uh / and walks away / and / as soon as Charlie Chaplin has really xxx the man has gone he starts walking away too / but at that / same moment the woman / of the baby carriage comes out of a= another building / and / sees / that this same bay is in her carriage again and sees Charlie Chaplin beginning to walk by and xxx uh runs over to him and hits him on the head with her / uh with her umbrella / and then uh / brings brings him over and places the baby in his arms and then / walks away with the carriage / so now Charlie Chaplin has the baby again / uh so then he walks over / to the other side of the street / and he sits / beside / what looks like a like a sewer / and he's holding xxx looks at the sewer grate and he's he looks at the sewer grate and looks at the baby and he's probably thinking about maybe putting the baby in sewer but then / he doesn't because xxx and then he's holding the baby / and then he notices that there's a note and takes up the note and reads it and the note says / please care for this orphan child please love and care for this orphan child hhh and / that / seems to really change his mind and he smiles at the baby and kind of talks to it a little bit / and then uh gets back up and then he's holding the baby and walks away so / one can assume that xxx keep the baby	
